ID;Name_lang;Description_lang;Map;JournalInstanceID;DungeonEncounterID;OrderIndex;FirstSectionID;UiMapID;MapDisplayConditionID;Flags;DifficultyMask
2525;Rashok, the Elder;Imprisoned within Aberrus for a millennia, the Zaqali elder Rashok has been perpetually drained of the raging flame within him to power Neltharion's twisted laboratory. Existing on the edge of death for so long has driven the elder mad. Should he break free, his vengeance will scour the Shadowed Crucible's halls.;0.6746309995651245,0.21828700602054596;1208;2680;5;26552;2166;0;0;-1
2526;Tyr, the Infinite Keeper;With the true timeline now altered by Murozond's rise, the heroes of Azeroth are faced with many oddities. Chief among them being Titan-Keeper Tyr joining forces with the infinite dragonflight. His legendary loyalty now turned against them, the heroes of Azeroth have no choice but to fight. To win.;0.4211040139198303,0.46153900027275085;1209;2670;5;26245;2195;0;0;-1
2527;Magmorax;Raised from a pup by Neltharion, the only thing stronger than the loyalty of Magmorax is his appetite. The lava hydra guards the passage into the deepest chambers of the Shadowed Crucible, keeping his master's secrets safely hidden from prying eyes.;0.5131800174713135,0.46787500381469727;1208;2683;7;26265;2166;0;0;-1
2528;Manifested Timeways;A manifestation of the sands of time itself. This ancient being is always watching, always waiting for the moment when the Timeways are in peril. She was unable to stop the infinite dragonflight as they crashed their way into the past. Now, faced with more intruders, she refuses to fail a second time.;0.6755419969558716,0.585798978805542;1209;2667;2;26291;2191;0;0;-1
2529;The Amalgamation Chamber;The Eternal Blaze burns with the heat of a thousand suns, while the Essence of Shadow blooms with darkness incarnate. Although exceptionally powerful on their own, when combined they surge with the unchecked might of shadowflame, creating a whirlwind of ultimate destruction.;0.44398701190948486,0.6359140276908875;1208;2687;2;26304;2167;0;0;-1
2530;The Forgotten Experiments;The development of the dracthyr produced many iterations, some more successful than others. Early versions of the experiment proved far too volatile to destroy. Kept dormant for thousands of years, these creations have now awakened, and seek to test their prowess against the champions of Azeroth.;0.35008299350738525,0.23064200580120087;1208;2693;3;26308;2166;0;0;-1
2531;The Zaqali Elders;Vakan and Gholna, powerful djaradin elders, are each a master over their respective element. Gholna with lava and Vakan with shadowflame, they are locked in constant conflict over who is stronger. Through devastation and chaos, each elder attempts to outdo the other until one of them is crowned victor.;0.5,0.5;1205;2696;1;26364;0;0;0;-1
2532;The Vigilant Steward, Zskarn;Long ago, Zskarn was tasked with testing the mettle of Neltharion's experiments. Only the most powerful would pass muster and keep their lives. The latest visitors to the Shadowed Crucible have attracted his unwavering attention--but his approval will be much harder to earn.;0.5131800174713135,0.24546900391578674;1208;2689;6;26369;2166;0;0;-1
2533;Time-Lost Battlefield;One of the many battles between the Alliance and Horde have bled into the Timeways, and it's up to the heroes of Azeroth to put an end to this time anomaly in order to continue their journey. But first they will have to face Grommash Hellscream, one of the Horde's mightiest chieftains. For the Alliance!;0.5049309730529785,0.5428990125656128;1209;2672;7;26510;2197;0;4;-1
2534;Time-Lost Battlefield;One of the many battles between the Alliance and Horde have bled into the Timeways, and it's up to the heroes of Azeroth to put an end to this time anomaly in order to continue their journey. But first they will have to face Anduin Lothar, one of the Alliance's greatest commanders. For the Horde!;0.503944993019104,0.547336995601654;1209;2672;7;27247;2197;0;8;-1
2535;Blight of Galakrond;These primal dragons were brought back by the necrotic energies dripping from the corpse of Galakrond. Ahnzon is the crackling hunger of the storm. Dazhak the all-consuming gluttony of the flame. Loszkeleth the seeping starvation of the cold. And the heroes of Azeroth are looking like a tasty meal...;0.35996100306510925,0.35503000020980835;1209;2668;3;26542;2194;0;0;-1
2536;Morchie;Morchie is the alternate form of Chromie, created by a timeline where Murozond rose and the infinites reigned supreme. And it so happens that she rather enjoys being part of the true timeline, and would like to keep it that way. Unfortunately, the heroes of Azeroth keep getting in the way of her plans.;0.4881660044193268,0.5399410128593445;1209;2671;6;26573;2196;0;0;-1
2537;Iridikron the Stonescaled;Iridikron is a powerful Incarnate who wields both the power and patience of earth itself. He wishes to topple the Aspects and rid the world of the titan's influence. However, his exact plans to do so are not yet known. Why has he joined forces with the infinites? Whatever the answer, he must be stopped.;0.45167699456214905,0.7840240001678467;1209;2669;4;26577;2194;0;0;-1
2538;Chrono-Lord Deios;At long last, the infinite dragonflight shall usher in a new dawn for the world of Azeroth. Chrono-Lord Deios has traveled far into the past to ensure that Murozond shall rise. The heroes of Azeroth have already seen him succeed once. This time, can they stop him?;0.5078889727592468,0.5650889873504639;1209;2673;8;26581;2194;0;0;-1
2553;Larodar, Keeper of the Flame;Once a faithful protector of the grove, Larodar succumbed to the power of flame. Now the twisted guardian is bent on reducing the Dream--and any who stand in his way--to ash.;0.36720898747444153,0.31910601258277893;1207;2731;5;27237;2244;0;0;-1
2554;Igira the Cruel;Driven by cruelty, Igira is able to forge devastating weapons from the screams of her enemies. Within the verdant realm of the Emerald Dream, the torturer seeks to expand her arsenal.;0.5081300139427185,0.2560980021953583;1207;2709;2;27268;2232;0;0;-1
2555;Council of Dreams;The Council of Dreams are steadfast in their duties as defenders. Pip employs lethal trickery to confound his victims, while Urctos relies on brute strength to demolish his enemies. Aerwynn uses her wisdom and cunning to dominate the field, and guide her fellow council members.;0.43360400199890137,0.6117889881134033;1207;2728;4;27296;2240;0;0;-1
2556;Nymue, Weaver of the Cycle;Nymue was placed in this verdant realm when Eonar and Freya shaped the Dream. In Wellspring Temple, they enforce and protect the ordering of the Emerald Dream, weaving its wilderness into complex patterns.;0.6219499707221985,0.3109759986400604;1207;2708;6;27304;2240;0;0;-1
2557;Volcoross;It is said that Volcoross, the lava serpent, is so vast that no creature has lived long enough to see him in his entirety. The gargantuan viper now coils himself around the Emerald Dream to devour it whole.;0.5501350164413452,0.5894309878349304;1207;2737;3;27334;2244;0;0;-1
2559;Blazikon;Living flame hungers for fuel. Blazikon burns eternal in Darkflame Cleft, simmering with malice and rage. Loyal kobold attendants worship here, for his incendiary realm is surrounded by dire darkness. Fanatic kobolds would gladly sate this monstrosity's hunger by sacrificing... you.;0.4156630039215088,0.4126499891281128;1210;2826;2;27352;2303;0;0;-1
2560;The Candle King;Candle King was the tyrannical ruler of a kobold kingdom. His subjects toiled in his mines until an outlander from afar stole his crown and deposed him. Now he's fled deeper within Darkflame Cleft, seething with rage and threatening to return. Snuff his flame once and for all.;0.4156630039215088,0.866008996963501;1210;2787;3;27359;2303;0;0;-1
2561;The Darkness;What terrors lurk in shadows? Why do kobolds keep candles lit? Tiny creatures huddle around campfires, telling tales of ancient evil. THE DARKNESS can be defeated but never destroyed. Instead, it inevitably returns in a new terrifying shape. Stay in the light. THE DARKNESS WAITS.;0.8182740211486816,0.748494029045105;1210;2788;4;27366;2303;120175;0;-1
2562;Aurostor, The Hibernator;Aurostor follows a strict regimen of sleep. Fyrrakk's assault on the Emerald Dream has disturbed this cycle, rousing the Furbolg Wild God from his slumber too soon. In a sleep deprived state, this raging Wild God attacks any passersby in an attempt to wear himself out.;0.5,0.5;1205;2828;5;27441;0;0;0;-1
2563;Smolderon;As the new Firelord, Smolderon has unleashed the power of the Firelands to expand his domain and incinerate the Emerald Dream.;0.5040649771690369,0.33536601066589355;1207;2824;7;27453;2233;0;0;-1
2564;Gnarlroot;Once a devoted protector of the Emerald Dream, this formerly majestic ancient has been ravaged by flame and now only seeks to destroy.;0.5094850063323975,0.40040698647499084;1207;2820;1;27463;2232;0;0;-1
2565;Tindral Sageswift, Seer of the Flame;Obsessed with restoring immortality to the Kaldorei, Tindral Sageswift agreed to work with Fyrakk. On the cusp of Fyrakk's victory, the Seer of the Flame stands against the champions of Azeroth, ready to ensure Amirdrassil is reborn in flame.;0.38346800208091736,0.8841450214385986;1207;2786;8;28326;2234;0;0;-1
2566;Kyrioss;Stormguard Gorren's stormrook, though corrupted by void magic, still loyally fights by his side. And, if anything gets in his way, Kyrioss will dutifully tear them apart.;0.4980280101299286,0.5059170126914978;1268;2816;0;27541;2316;0;0;-1
2567;Stormguard Gorren;Once Stormward Baelgrim's second, Stormguard Gorren has been corrupted by void magic, causing his hate for Baelgrim to fester. Using his newfound void powers, he seeks to overrun the Stormperch and command his own army of Voidriders created from corrupted Stormriders.;0.5571990013122559,0.627219021320343;1268;2861;2;27552;2319;0;0;-1
2568;Voidstone Monstrosity;A grotesque amalgamation of corrupted stormriders, this towering mass of void power knows only pain and how to inflict it. Taking it down is the only way to cleanse the Stormperch and its rookery.;0.5729780197143555,0.5502960085868835;1268;2836;3;27558;2320;0;0;-1
2569;Ol' Waxbeard;Howdy! Sit a spell. Hear about Ol' Waxbeard. Kobolds respect this old-timer for tamin' Wick, the rowdiest mole in creation! Waxbeard's seen folks come n' go. Now Candle King's in charge. That don't change nothin'! Ya still need to stay off his property! Why are here? Go on! Get!;0.2249000072479248,0.204818993806839;1210;2829;1;27620;2303;0;0;-1
2570;Baron Braunpyke;Distraught over the death of his brother, Baron Braunpyke has pledged his loyalty to Prioress Murrpray. The powerful knight now acts as her personal enforcer, protecting the secrets of the Priory from both outsiders and insufficiently loyal Arathi.;0.8393939733505249,0.48677700757980347;1267;2835;2;27758;2309;0;0;-1
2571;Captain Dailcry;Captain Dailcry commands the grounds of the Priory of the Sacred Flame. He drills the acolytes in the approved martial disciplines of the empire and ensures that their training and loyalty are of imperial quality.;0.37107399106025696,0.5462809801101685;1267;2847;1;27814;2308;0;0;-1
2572;E.D.N.A.;Defense protocols engaged! Earthen Defense and Neutralization Automaton is active. Informal nomenclature: E.D.N.A. This golem has contingencies for any potential intruder. Killing skardyn is its primary directive, but any unauthorized intuder is sufficient for a lethal response.;0.535709023475647,0.41828998923301697;1269;2854;0;27846;2341;0;0;-1
2573;Prioress Murrpray;Prioress Haelsey Murrpray directed the building of the Priory of the Sacred Flame to contemplate the sacred star Beledar. Insight into the emperor's vision has proved elusive. Instead, she has discovered secrets of the Sacred Flame that will bring them victory over their enemies in Hallowfall, and at home in the empire.;0.2542699873447418,0.5743799805641174;1267;2848;3;27927;2309;0;0;-1
2579;Skarmorak;The High Speaker spent countless years attempting to restore the Awakening Machine. One failed attempt resulted in a new horror: a golem infused with skardyn corruption. Crystals augment its elemental configuration. Though it barely communicates its alien mindset, its hatred for all creation is undeniable.;0.8020910024642944,0.32515400648117065;1269;2880;0;28087;2341;0;0;-1
2580;Speaker Shadowcrown;The new leader of the Order of Night, Shadowcrown forged an alliance with Azj-Kahet and masterminded an audacious plan to steal the flagship Dawnbreaker. A former ardent from the Priory, she has become consumed by the darkness of Beledar's Shadow.;0.44181400537490845,0.23668700456619263;1270;2837;1;28132;2359;127589;0;-1
2581;Anub'ikkaj;Anub'ikkaj is one of Queen Ansurek's most brilliant tacticians. A meticulous planner known for creative use of indigenous resources. His soldiers are fanatically loyal.;0.34425801038742065,0.4954630136489868;1270;2838;2;28178;2359;127234;0;-1
2582;Void Speaker Eirich;Eirich has been deposed, his authority seized! Overwhelmed, he fled to the innermost sanctum of the Stonevault. Yet in his machinations, he succumbed to transformation: Void energy from a malfunctioning artifact corrupts his living stone! Mystical revelations now shatter his sanity.;0.5379559993743896,0.7548859715461731;1269;2883;4;28202;2341;0;0;-1
2583;Avanoxx;Deserted when Ara-Kara fell to ruin, the creature known as Avanoxx started as nothing more than a humble spider. Years of isolation in an area ripe for feeding have left her free to grow, overseeing her children, her followers, and her territory with unmatched size and ferocity.;0.678242027759552,0.2837499976158142;1271;2926;1;28393;2357;0;0;-1
2584;Anub'zekt;While Anub'zekt has not yet earned his own ascension, he has been granted the honor of overseeing the Ara-Kara harvesting operation. Fiercely tactical and immensely strong, Anub'zekt will not hesitate to step in should his forces prove insufficient in their defense of Ara-Kara.;0.1697240024805069,0.39777201414108276;1271;2906;2;28400;2357;0;0;-1
2585;Ki'katal the Harvester;As one of Ansurek's ascended, Ki'katal has been charged with overseeing the harvest of Black Blood from the very feet of the Queen's own citadel. Harsh and unrelenting, Ki'katal will stop at nothing to see the harvest continue, utilitzing every enhanced ability at her disposal.;0.4685479998588562,0.5589780211448669;1271;2901;3;28407;2358;0;0;-1
2586;Brew Master Aldryr;Barkeep and brew master for the meadery, Aldryr has more than mead on tap. Anyone who messes with the Cinderbrew Meadery's new management messes with Aldryr, and he has many friends in low places.;0.44512999057769775,0.5213220119476318;1272;2900;1;28414;2335;0;0;-1
2587;I'pa;The product of an industrial accident, mead elemental I'pa is as angry about its existence as it is about its meadery being disturbed. It is the full-bodied embodiment of the fiery punch of cinderbrew mead, and will lay anyone who tangles with it out flat.;0.41320300102233887,0.23662599921226501;1272;2929;1;28421;2335;0;0;-1
2588;Benk Buzzbee;Benk's qualifications for beekeeping may be dubious, but he does seem to have a knack for controlling bees and streamlining honey-extracting operations. But, his tampering has limited the bees' freedom and sacrificed the mead's quality, and this cannot stand.;0.5274350047111511,0.7633739709854126;1272;2931;1;28428;2335;0;0;-1
2589;Goldie Baronbottom;Savvy businesswoman Goldie Baronbottom knows a good opportunity when she sees it--like the Cinderbrew Meadery. After barging in and swindling Wenbrandt out of business, Goldie mostly lets her cronies do the work. Even so, she's not afraid to roll up her sleeves and wallop do-gooders herself.;0.5493829846382141,0.5288069844245911;1272;2930;1;28435;2335;0;0;-1
2590;Master Machinists;Master Machinists focus on complex work at prestigious worksites. Brokk and Dorlita have worked as a team for as long as anyone can remember. Granted, Brokk's productivity is slipping, but both are authorized to defend their site with direct and efficient displays of violence.;0.21953000128269196,0.7469710111618042;1269;2888;0;28458;2341;0;0;-1
2593;Rasha'nan;A winged horror from the depths of Azj-kahet. Rasha'nan is Queen Ansurek's secret weapon to destroy the Arathi should her armies fail to conquer Mereldar.;0.3984220027923584,0.45857998728752136;1270;2839;3;28564;2359;127223;0;-1
2594;Orator Krix'vizk;Orator Krix'vizk of the Fifth Strand desires nothing more than ascension, and spends his days extolling the virtues of Queen Ansurek in hopes of gaining her favor. Despite his obsession, he is not without his defenses. Should any cross the Orator, they will find the sound of his bark is far, far worse than his bite.;0.5998010039329529,0.2679640054702759;1274;2907;1;28586;2343;0;0;-1
2595;Fangs of the Queen;Twins Nx and Vx were born together, raised together, and trained in the ways of subterfuge and assassination together. A deadly pair, they earned their ascension together as well. Together they now serve as Fangs of the Queen, taking out any would-be threats to Ansurek's reign with relish.;0.7045919895172119,0.4880239963531494;1274;2908;2;28591;2343;0;0;-1
2596;Izo, the Grand Splicer;Evolution has long been a central part of nerubian life, and none possess greater passion or mastery of this process than Izo. Granted the methods of ascension by Ansurek, Izo pursues this path of perfection with determination, and little concern for who she serves, to what end, or at what cost.;0.5009980201721191,0.784430980682373;1274;2909;4;28596;2344;0;0;-1
2599;Sikran, Captain of the Sureki;Sikran established himself as an arrogant duelist within Queen Ansurek's court. Never knowing the cut of an enemy's blade, Sikran dispatched his rivals one-by-one and was proclaimed Captain of the Sureki by the queen herself. This indomitable fighter now ensures that any who threaten his queen fall before the throne's might.;0.5905060172080994,0.3010160028934479;1273;2898;3;28710;2293;0;0;-1
2600;The Coaglamation;The Grand Splicer's evolutionary experiments often result in by-products of waste and sludge. This abhorrent glop may appear useless to some, but to Izo's clever ingenuity, it offers excellent material components for more experiementation--and a vicious monstrosity waiting to come to life.;0.5,0.47005999088287354;1274;2905;3;28732;2344;0;0;-1
2601;Nexus-Princess Ky'veza;Nexus-Princess Ky'veza arrived at Nerub-ar Palace only recently, quickly establishing herself as a confidante of Queen Ansurek. However, rumors abound within the inner court that she may harbor a dark and deadly secret. If discovered, the princess is prepared to dispatch all witnesses without mercy...;0.24726000428199768,0.4731450080871582;1273;2920;6;28745;2294;0;0;-1
2602;Queen Ansurek;After a revelation of traitors in her court, Queen Ansurek decides she must eradicate the palace's invaders herself. However, paranoia over whom she can trust gnaws at her psyche. With her allies dwindling, Queen Ansurek may delve into dark powers to attain victory, even if that means her most loyal soldiers become her next meal...;0.4779999852180481,0.5460249781608582;1273;2922;8;29997;2295;0;0;-1
2607;Ulgrax the Devourer;Queen Ansurek's evolutionary experimentation created a number of monstrous guardians for her throne, none more voracious than Ulgrax the Devourer. Driven mad by endless hunger, Ulgrax is now the ravenous protector of Queen Ansurek's court.;0.5323590040206909,0.3879069983959198;1273;2902;1;28833;2292;0;0;-1
2608;The Silken Court;Scarab Lord Anub'arash and Skeinspinner Takazj are Queen Ansurek's most trusted advisors, yet these two powerful nerubians harbor a hatred for each other even more powerful than their loyalty to the throne. While unleashing their considerable strength onto their enemies, each also fights to ensure their counterpart doesn't survive.;0.4071129858493805,0.5290259718894958;1273;2921;7;28893;2294;0;0;-1
2609;Rasha'nan;Twisted by Queen Ansurek's experiments, Rasha'nan was transformed from a proud nerubian into a monstrous, winged horror. Trapped within her new form, shattered memories of her former self drive Rasha'nan into an unquenchable rage.;0.3945240080356598,0.5953350067138672;1273;2918;4;28900;2292;0;0;-1
2611;The Bloodbound Horror;In the dark pits below Nerub-ar Palace, the blood of the Old Gods congeals in foul, black pools. The Bloodbound Horror rises from this vile ooze - drawing everything in its path into The Unseeming.;0.4355109930038452,0.6926990151405334;1273;2917;2;28969;2291;0;0;-1
2612;Broodtwister Ovi'nax;Deep within the bowels of the queen's palace, Broodtwister Ovi'nax conducts abominable experiments with the black blood found in Azj-kahet. This corpulent horror lumbers through the palace's cavernous depths, regurgitating inky sludge onto hatchlings to observe its gruesome effects.;0.5540900230407715,0.7697780132293701;1273;2919;5;28978;2294;0;0;-1
2613;Rhahk'Zor;"As the Defias Brotherhood's head foreman of the Deadmines, Rhahk'Zor supervises and ""motivates"" the laborers. His methods, though unconventional, are quite effective.";0.3652696907520294,0.6122754812240601;63;2967;1;29112;291;54459;2;0
2617;General Umbriss;As Azeroth's champions and their red dragon allies assault the gates of Grim Batol, the malefic General Umbriss leads the fortress's cultist and twilight dragonspawn defenders.;0.40518978238105774,0.6871258020401001;71;1051;1;30281;293;0;0;-1
2618;Drahga Shadowburner;This Twilight's Hammer warlock is on a mission from the Bastion of Twilight. Should heroes overcome his fiery minions, Drahga will reveal a portent of doom for Azeroth's defenders.;0.6891099810600281,0.1645839959383011;71;1048;3;30295;293;0;0;-1
2619;Erudax, the Duke of Below;Deathwing has dispatched one of his greatest lieutenants to discover the secret that several mighty red dragons have died to protect. From the cavernous realm of Deepholm, this faceless general will bring to bear the next generation of draconic power to obliterate those foolish enough to challenge him.;0.8562617897987366,0.7470060586929321;71;1049;4;30294;293;0;0;-1
2620;"""Captain"" Cookie";Cookie proclaimed himself captain of the Defias Brotherhood's juggernaut following its previous commander's death. Although he still performs his official duties as chief cook, anyone who questions the validity of his captain title has been known to come down with a severe case of food poisoning.;0.6047908663749695,0.455089807510376;63;2978;5;29659;292;54460;2;2
2621;Admiral Ripsnarl;When James Harrington became afflicted by the worgen curse, he destroyed his loving family and maritime career in one chilling night of bloodlust. Taking on the name Ripsnarl, he fled into Westfall and later agreed to command the Defias Brotherhood's fearsome juggernaut.;0.6047908663749695,0.38772451877593994;63;2979;4;29663;292;54460;2;2
2622;Foe Reaper 5000;Defias engineers have spent many long days perfecting a new harvester model based on the Foe Reaper 4000 unit. Once it is completed, the brotherhood believes this mechanized terror will be able to slice through Stormwind's armored soldiers like a scythe through wheat.;0.12475066632032394,0.7589820623397827;63;2980;3;29673;292;54460;2;2
2623;Helix Gearbreaker;Formerly a craftsman in the Bilgewater Cartel, Helix was offered a sum eclipsing anything he would ever make as a nameless Horde engineer to ply his trade for the Defias Brotherhood. He was quick to accept the job and renounce his former loyalties... just as any resourceful goblin would.;0.5019960403442383,0.8682636022567749;63;2982;2;29686;291;54460;2;2
2624;Glubtok;In a fit of rage, Glubtok unleashed his potent magical abilities and reduced his ogre mound to ash. Upon hearing of his destructive talents, the Defias hired the massive ogre mage to supervise their laborers as head foreman of the Deadmines.;0.3652696907520294,0.6122754812240601;63;2981;1;29696;291;54460;2;2
2625;Orta, the Broken Mountain;Long has this deepwalker strode through the chasms and legends of Azj-Kahet. His voice an earthquake, his will diamond, his strength adamant. Yet now he comes before Azj-Kahet, contaminated by the dark pustules of the black blood, in need of a good death. Who will rise to face him?;0.5,0.5;1278;2984;4;29746;0;0;0;-1
2626;Sneed;Sneed was hired as a lumbermaster for his ruthless efficiency. His goal is simple: construct a juggernaut as cheaply as possible. By using the shredder he built himself to lead production, he achieves terrifyingly fast results.;0.5019959807395935,0.8682640194892883;63;2968;1;29778;291;54459;2;0
2627;Forgemaster Throngus;A smith for the Twilight's Hammer cult, this massive ettin is eager to use the weapons and armor he's forged to annihilate intruders.;0.5149999856948853,0.30000001192092896;71;1050;2;30288;293;0;0;-1
2628;Gilnid;Gilnid is a masterful engineer and head smelter of the Defias Brotherhood's operations. He ensures the juggernaut is loaded with sufficient cannons and ammunition and will tolerate no breaks until the work is complete.;0.1247510015964508,0.7589820027351379;63;2969;1;29807;292;54459;2;0
2629;Mr. Smite;As Captain Greenskin's first mate, Smite is tasked with keeping the crew on their toes. Smite is a skilled weaponmaster, trained in all manner of slicing, bashing, and the occasional piercing shot.;0.5517899990081787,0.25361698865890503;63;2970;1;29818;292;54459;2;0
2630;Captain Greenskin;Captain of the juggernaut-in-progress, Greenskin hails from Booty Bay where he formerly led a fleet of pirate vessels.;0.6075839996337891,0.37481001019477844;63;2971;1;29828;292;54459;2;0
2631;Edwin VanCleef;Formerly the leader of the Stonemasons Guild, disputes with the House of Nobles led VanCleef to leave Stormwind City and create the Defias Brotherhood. VanCleef then claimed the Deadmines as a base of operations to construct the juggernaut that would begin his retribution.;0.6075839996337891,0.4489220082759857;63;2972;1;29836;292;54459;2;0
2632;Cookie;No one except Edwin VanCleef knows how or why Cookie was promoted to be the ship's cook. For pirates, though, a meal is a meal.;0.6762539744377136,0.40168601274490356;63;2986;1;29837;292;54459;2;0
2633;Postmaster Malown;Malown didn't become the Postmaster by not caring about the mail. Even in his current state he is dedicated to maintaining the stability of the postal system. Should that system be disrupted to the point of threatening instability, Malown might just have to take matters into his own hands.;0.558102011680603,0.684050977230072;236;1885;2;29847;317;0;0;-1
2635;Aggregation of Horrors;An abomination birthed from void-tainted remnants of Skardyn, the Aggregation of Horrors stands as a unified monstrosity. This dread entity is poised to unleash its terrifying plague upon The Ringing Deeps.;0.5,0.5;1278;2988;2;29927;0;0;0;-1
2636;Shurrai, Atrocity of the Undersea;The sea floor hides horrors beyond our imagining. Hallowfall's proximity to the Undersea brings it near the reach of creatures of the deep, and the kobyss are only eager to take advantage. Their summons raise Shurrai, Atrocity of the Undersea, to wreak havoc on their hunting grounds. Shurrai is an amalgamation of the worst terrors and putrefying flesh of the abyssal depths, and the Arathi will need all the help they can get to stop it.;0.5,0.5;1278;2994;3;29964;0;0;0;-1
2637;Kordac, the Dormant Protector;Barely functional or even remembered, Kordac's disrepair forces him to remain a dormant observer. Even upon detecting the void somewhere below, he was forced into inaction. But that's changed. The unidentifiable lifeforms who have arrived to the Isle of Dorn are powerful enough to potentially pose a threat to Azeroth. And so he stands against us. And so we stand against him.;0.5,0.5;1278;2997;1;30005;0;0;0;-1
2639;Vexie and the Geargrinders;Vexie Fullthrottle has been paving a path of terror through the hearts of anyone her gang encounters. Answering Gallywix's call for aid, she and her crew are here to repay an old favor, and add a few new grease stains to Undermine's streets.;0.4728910028934479,0.4593369960784912;1296;3009;1;30089;2406;0;0;-1
2640;Cauldron of Carnage;Throughout history there have been many epic wars, but none more explosive than the rivalry between the galvanic gorilla Torq the Tempest, and the molten mechasaur Flarendo the Furious. Tonight, all bets are off when these two champions clash in the cauldron for a showdown that threatens to tear Undermine in two! Witness the carnage or be the shame of goblin kind.;0.5060240030288696,0.1882530003786087;1296;3010;2;30331;2406;0;0;-1
2641;Rik Reverb;Rik Reverb loves the boom of an explosion, the crackle of a firework and most importantly, the sound of his own voice. From his flying sonic resonator, Rik serves as Gallywix's partying promoter by enthralling the citizens of Undermine with addictive and deadly goblin beats.;0.36445701122283936,0.18980400264263153;1296;3011;3;31101;2406;0;0;-1
2642;Stix Bunkjunker;It could be said that no city service is more essential than garbage collection... or at least that's what Stix Bunkjunker would like you to believe. Stix and his cleanup crew have been finding inventive ways to dispose of the city's unwanteds and unmentionables for as long as anyone can remember.;0.5662649869918823,0.7936750054359436;1296;3012;4;30370;2406;0;0;-1
2644;The One-Armed Bandit;The One-Armed Bandit is the premiere slot machine in Gallywix's casino. All the delightful device asks is that you play fairly and don't cheat. The rules by which it determines this are an enigmatic mystery, although the one-armed punishment it dispenses cannot be missed.;0.5,0.49096399545669556;1296;3014;6;30079;2408;0;0;-1
2645;Mug'Zee, Heads of Security;Buddies from the day they were born, Mug'Zee's two heads are the topper of a giant hulk of an ogre enforcer, specifically hired by Gallywix to oversee his casino's day-to-day activities. In recent weeks, Mug'Zee's been reassigned to keep anyone and everyone out of the Gallagio's innermost chambers.;0.5120480060577393,0.7620480060577393;1296;3015;7;30505;2411;0;0;-1
2646;Chrome King Gallywix;Having taken a 'strategic retreat,' Jastor Gallywix holed up in the halls of the Gallagio. Whatever Gallywix has been working on, it's guaranteed to be powerful, deadly, and capable of crushing any who oppose him.;0.5271090269088745,0.7801210284233093;1296;3016;8;30486;2409;0;0;-1
2648;Big M.O.M.M.A.;A prototype mech code-named Big M.O.M.M.A., piloted by Silva Stratospark, has been deployed to the Waterworks as operational security in service of Gallywix's schemes. The mech boasts a dizzying array of communications equipment, bolstered by the Darkfuse's Black Blood experiments.;0.3050000071525574,0.5950000286102295;1298;3020;1;30319;2387;0;0;-1
2649;Demolition Duo;"Keeza Quickfuse and Bront are the Venture Co. brains and brawn duo contracted by Gallywix to implement the ""explosive restructuring"" of the Waterworks dam. Keeza thrives off of wanton destruction, while Bront ""thrives"" off cleaning up the remnants left in her wake.";0.6499999761581421,0.6700000166893005;1298;3019;2;30320;2387;0;0;-1
2650;Swampface;Buried beneath the riverbed at the Waterworks lies a hibernating beast. Amidst the commotion around the dam, Swampface awakens and emerges from the mud in a groggy rage to squash the first thing that moves.;0.512499988079071,0.7300000190734863;1298;3053;3;31366;2387;0;0;-1
2651;Geezle Gigazap;"At the heart of the Waterworks dam, the electric mastermind Geezle Gigazap siphons power for ""THE PROJECT"". When he is cornered and Gallywix's secret plans have nearly come to a halt, Geezle reroutes the power headed to the Undermine... to himself!";0.6520000100135803,0.8100000023841858;1298;3054;4;30480;2388;0;0;-1
2653;Sprocketmonger Lockenstock;As one of Gallywix's top minds, Sprocketmonger Lockenstock cannot say no to innovation, meaning that his list of inventions stretches far longer than the conveyor belts in his refinery. Constantly looking to simultaneously cut both corners and costs, Lockenstock's always searching for new markets to test out his gadgets.;0.2891559898853302,0.7891579866409302;1296;3013;5;30421;2406;0;0;-1
2654;Chopper Redhook;Chopper Redhook's brutality is feared throughout Kul Tiras. Supported by Irontide forces, Chopper is free to rampage through Boralus, relishing the chaos rampant in the streets.;0.5776680111885071,0.2888199985027313;1023;2098;1;30428;1162;924;2;2
2655;Emberdawn;Emberdawn settled in the gardens of Windrunner Spire after seeking a place to raise her young. Highly territorial, she guards her nest with a searing ferocity.;0.8316220045089722,0.5075280070304871;1299;3056;0;30454;2494;0;0;-1
2656;Derelict Duo;The banshee Kalis and her loyal abomination Latch lead a group of fanatical followers of Sylvanas Windrunner. They've come to the Spire in search of relics with any resonant essence of the Dark Lady, willing to do anything to obtain them.;0.5246260166168213,0.8856499791145325;1299;3057;1;30459;2497;0;0;-1
2657;Commander Kroluk;Commander Kroluk once fought in the Second War, a conflict that ended the life of Alleria Windrunner's brother, Lirath. In her grief, Alleria slaughtered any Old Horde she could find. The vengeful spirits of those she defeated now haunt the Spire.;0.7049890160560608,0.5149649977684021;1299;3058;2;30464;2498;0;0;-1
2658;The Restless Heart;Born from the grief and wrath of the Windrunner family, the vengeful spirit of a once-proud Ranger-General haunts the halls of its abandoned ancestral home. Only by facing a worthy foe can it be laid to rest and finally know peace.;0.6747170090675354,0.5355730056762695;1299;3059;3;30469;2499;0;0;-1
